lat,lon,value
52.0559165,1.1328902,"30 mph"
52.0554921,1.1322483,"30 mph"
52.0563945,1.1307601,"30 mph"
52.056318,1.1308832,"30 mph"
52.0334219,1.150046,"30 mph"
52.0324298,1.1497251,"30 mph"
52.0300393,1.1481333,"30 mph"
52.03146,1.1491377,"30 mph"
52.0327722,1.1498433,"30 mph"
52.0329275,1.1498969,"30 mph"
52.0331823,1.1499848,"30 mph"
52.0309953,1.1488092,"30 mph"
52.0334682,1.149846,"30 mph"
52.0335707,1.1495438,"30 mph"
52.0178681,1.1663945,"60 mph"
52.0173358,1.1669578,"60 mph"
52.0181153,1.1662899,"60 mph"
52.0164785,1.1679628,"60 mph"
52.0156455,1.1680664,"60 mph"
52.0152264,1.1678318,"60 mph"
52.0144326,1.1671859,"60 mph"
52.0139147,1.1668752,"60 mph"
52.0129991,1.166892,"60 mph"
52.0123609,1.1667975,"60 mph"
52.0118629,1.1666075,"60 mph"
52.0160254,1.1680921,"60 mph"
52.017647,1.166582,"60 mph"
52.0060914,1.1652893,"60 mph"
52.0063911,1.1656058,"60 mph"
52.0054648,1.1646603,"60 mph"
52.0046582,1.1643156,"60 mph"
52.0038277,1.1628565,"60 mph"
52.0032712,1.1623442,"60 mph"
52.0029641,1.1622275,"60 mph"
52.0020113,1.1623201,"60 mph"
52.0018363,1.1623228,"60 mph"
52.0012055,1.1620157,"60 mph"
51.9999092,1.1604264,"60 mph"
51.9994328,1.1600952,"60 mph"
51.9990571,1.1589499,"60 mph"
51.998813,1.1585491,"60 mph"
51.9974553,1.1569651,"60 mph"
51.9970879,1.1568068,"60 mph"
51.9968509,1.1568484,"60 mph"
52.0062929,1.1654945,"60 mph"
52.0052295,1.1645396,"60 mph"
52.0049521,1.1644605,"60 mph"
52.003547,1.1625387,"60 mph"
52.0026471,1.1622115,"60 mph"
52.0014111,1.1621913,"60 mph"
51.9981541,1.1577659,"60 mph"
51.9959583,1.1567317,"60 mph"
51.9964867,1.1568484,"60 mph"
52.0057629,1.164895,"60 mph"
52.0044964,1.16414,"60 mph"
52.0040547,1.1632736,"60 mph"
52.0015977,1.1622933,"60 mph"
52.000654,1.1612338,"60 mph"
52.0003353,1.1609226,"60 mph"
51.9992974,1.160008,"60 mph"
51.9991678,1.1596298,"60 mph"
51.9991653,1.1593053,"60 mph"
51.9991269,1.1591789,"60 mph"
51.9972613,1.1568323,"60 mph"
51.9992033,1.1598203,"60 mph"
52.0386322,1.1187425,"30 mph"
52.0385839,1.11912,"30 mph"
52.0387191,1.1186352,"30 mph"
52.0385876,1.1188522,"30 mph"
52.038608,1.1194262,"30 mph"
52.0393234,1.1196844,"30 mph"
52.0389437,1.1205647,"30 mph"
52.0383378,1.1226442,"30 mph"
52.0385173,1.1218374,"30 mph"
52.0388024,1.1209619,"30 mph"
52.0391091,1.1201709,"30 mph"
52.0385997,1.1203008,"30 mph"
52.0389437,1.1205647,"30 mph"
52.0378056,1.1198586,"30 mph"
52.0371746,1.1196544,"30 mph"
52.0381476,1.1200229,"30 mph"
52.0378056,1.1198586,"30 mph"
52.0378892,1.1195802,"30 mph"
52.0380376,1.1193482,"30 mph"
52.0371247,1.1218753,"30 mph"
52.0369897,1.1221088,"30 mph"
52.0367015,1.122076,"30 mph"
52.0378862,1.1229534,"30 mph"
52.0377073,1.122551,"30 mph"
52.0383917,1.1231265,"30 mph"
52.0377678,1.1224252,"30 mph"
52.0376989,1.1227129,"30 mph"
52.0377791,1.1228692,"30 mph"
52.0385849,1.123244,"30 mph"
52.038171,1.1251196,"30 mph"
52.0385849,1.123244,"30 mph"
52.038292,1.1245368,"30 mph"
52.037847,1.1265657,"30 mph"
52.0378694,1.1270137,"30 mph"
52.0380992,1.1278249,"30 mph"
52.0379818,1.1258501,"30 mph"
52.0381521,1.1252106,"30 mph"
52.0383277,1.1243792,"30 mph"
52.0385147,1.1235536,"30 mph"
52.0379483,1.1274304,"30 mph"
52.038292,1.1245368,"30 mph"
52.0375886,1.1240715,"30 mph"
52.0370352,1.1230503,"30 mph"
52.0373422,1.1234518,"30 mph"
52.0371283,1.123222,"30 mph"
52.0556021,1.1582378,"20 mph"
52.0540228,1.1568068,"20 mph"
52.054723,1.157606,"20 mph"
52.0552981,1.1579997,"20 mph"
52.0545338,1.1574206,"20 mph"
52.0538468,1.1566407,"20 mph"
52.0534304,1.1561833,"20 mph"
52.0540688,1.1568587,"20 mph"
52.0539689,1.156756,"20 mph"
52.0543131,1.157162,"20 mph"
52.0543463,1.1571947,"20 mph"
52.0547967,1.1576675,"20 mph"
52.0550614,1.1578694,"20 mph"
52.0547519,1.1576348,"20 mph"
52.055191,1.157954,"20 mph"
52.037847,1.1265657,"30 mph"
52.0376354,1.1265192,"30 mph"
52.0375575,1.1269167,"30 mph"
52.0380992,1.1278249,"30 mph"
52.0376973,1.1282093,"30 mph"
52.0371014,1.128962,"30 mph"
52.0379302,1.1279622,"30 mph"
52.0372254,1.1288165,"30 mph"
52.0373956,1.1285975,"30 mph"
52.0353874,1.1252953,"30 mph"
52.0360396,1.1245416,"30 mph"
52.0356396,1.1248082,"30 mph"
52.0364189,1.1243553,"30 mph"
52.0367569,1.1243416,"30 mph"
52.0354311,1.1251465,"30 mph"
52.0355231,1.1249458,"30 mph"
52.0358144,1.1246479,"30 mph"
52.036844,1.1246508,"30 mph"
52.0360396,1.1245416,"30 mph"
52.0362879,1.1253071,"30 mph"
52.0365844,1.125783,"30 mph"
52.0365706,1.126245,"30 mph"
52.035116,1.125186,"30 mph"
52.0350683,1.1248496,"30 mph"
52.0346919,1.1225442,"30 mph"
52.0346037,1.1227417,"30 mph"
52.0345957,1.1230117,"30 mph"
52.0345226,1.1230762,"30 mph"
52.0342733,1.1230923,"30 mph"
52.0340393,1.1198919,"30 mph"
52.0339326,1.1199953,"30 mph"
52.0334963,1.1199048,"30 mph"
52.0338461,1.1184995,"30 mph"
52.0341179,1.1190421,"30 mph"
52.0340135,1.1188682,"30 mph"
52.0339663,1.1212151,"30 mph"
52.0338221,1.1212095,"30 mph"
52.0335733,1.1213989,"30 mph"
52.0335119,1.1212922,"30 mph"
52.0336766,1.1227746,"30 mph"
52.0342835,1.120701,"30 mph"
52.034572,1.1205241,"30 mph"
52.0344836,1.1205195,"30 mph"
52.034693,1.1207336,"30 mph"
52.0347629,1.1207848,"30 mph"
52.0350501,1.1207896,"30 mph"
52.0340777,1.1209361,"30 mph"
52.0339663,1.1212151,"30 mph"
52.0341017,1.1217578,"30 mph"
52.0340992,1.1219792,"30 mph"
52.0340933,1.1224329,"30 mph"
52.0340459,1.1225152,"30 mph"
52.0339213,1.1225303,"30 mph"
52.0339769,1.1214259,"30 mph"
52.0339952,1.1210532,"30 mph"
52.0350501,1.1207896,"30 mph"
52.0350692,1.1204617,"30 mph"
52.035092,1.1203779,"30 mph"
52.0351797,1.1201663,"30 mph"
52.0351816,1.1200633,"30 mph"
52.0350253,1.1197545,"30 mph"
52.0349261,1.1195844,"30 mph"
52.0350501,1.1207896,"30 mph"
52.0350758,1.1210086,"30 mph"
52.0349868,1.1213051,"30 mph"
52.0350132,1.1214302,"30 mph"
52.0352438,1.1216411,"30 mph"
52.0353096,1.1217728,"30 mph"
52.0352339,1.1220561,"30 mph"
52.0351219,1.1221648,"30 mph"
52.0350167,1.1223228,"30 mph"
52.034973,1.1224831,"30 mph"
52.0349147,1.1225705,"30 mph"
52.0346919,1.1225442,"30 mph"
52.0340992,1.1219792,"30 mph"
52.0344621,1.1219831,"30 mph"
52.0345546,1.122046,"30 mph"
52.0346919,1.1225442,"30 mph"
52.0346816,1.1223957,"30 mph"
52.0559763,1.1505772,"20 mph"
52.0556737,1.1502526,"20 mph"
52.0561366,1.1508342,"20 mph"
52.0554344,1.1495369,"20 mph"
52.0556235,1.1501018,"20 mph"
52.0557932,1.1503921,"20 mph"
52.0561,1.1507595,"20 mph"
52.0561559,1.1509808,"20 mph"
52.0554718,1.1496486,"20 mph"
52.0561559,1.1509808,"20 mph"
52.0560194,1.1511626,"20 mph"
52.0560484,1.1515024,"20 mph"
52.0560792,1.1516892,"20 mph"
52.0560775,1.1510253,"20 mph"
52.0561176,1.1519221,"20 mph"
52.0560133,1.1513247,"20 mph"
52.0561038,1.1530384,"20 mph"
52.0561262,1.1526247,"20 mph"
52.0560515,1.1534433,"20 mph"
52.0559412,1.1539369,"20 mph"
52.0559636,1.1538368,"20 mph"
52.0560868,1.1531896,"20 mph"
52.0547122,1.1528856,"20 mph"
52.0556908,1.1540862,"20 mph"
52.0559049,1.1541753,"20 mph"
52.0554803,1.1539315,"20 mph"
52.0557878,1.1541339,"20 mph"
52.0552926,1.1537223,"20 mph"
52.0549673,1.1532485,"20 mph"
52.0549862,1.1532666,"20 mph"
52.053455,1.1560863,"20 mph"
52.0559375,1.1560465,"20 mph"
52.0555166,1.1558727,"20 mph"
52.0550733,1.1558692,"20 mph"
52.055756,1.1559408,"20 mph"
52.0548771,1.1558745,"20 mph"
52.0546179,1.1557969,"20 mph"
52.0538502,1.1555801,"20 mph"
52.0535702,1.1558786,"20 mph"
52.0539715,1.1555809,"20 mph"
52.0536374,1.1557575,"20 mph"
52.0542414,1.155672,"20 mph"
52.0560217,1.1561426,"20 mph"
52.0534304,1.1561833,"20 mph"
52.0534125,1.1580159,"20 mph"
52.0535502,1.1581189,"20 mph"
52.0532831,1.1580098,"20 mph"
52.0533382,1.1580024,"20 mph"
52.0488255,1.1570403,"30 mph"
52.0489203,1.1563833,"30 mph"
52.0489683,1.1561632,"30 mph"
52.0491889,1.1557491,"30 mph"
52.0490577,1.1559195,"30 mph"
52.0509998,1.1533653,"30 mph"
52.0508918,1.1529663,"30 mph"
52.0510409,1.1534962,"30 mph"
52.0471532,1.1567335,"30 mph"
52.0471163,1.1569351,"30 mph"
52.0470499,1.1553795,"30 mph"
52.0470324,1.1559282,"30 mph"
52.0470393,1.1555792,"30 mph"
52.0491017,1.1479783,"30 mph"
52.0489721,1.1481529,"30 mph"
52.0484013,1.1488963,"30 mph"
52.0481103,1.1492844,"30 mph"
52.0478066,1.1499976,"30 mph"
52.04791,1.1496649,"30 mph"
52.0453919,1.1883183,"30 mph"
52.0437208,1.1932463,"30 mph"
52.0441574,1.1913572,"30 mph"
52.0457179,1.1876291,"30 mph"
52.0471974,1.1831593,"30 mph"
52.0464496,1.1852373,"30 mph"
52.0460349,1.1867423,"30 mph"
52.0454675,1.1881416,"30 mph"
52.0447344,1.1897853,"30 mph"
52.0439936,1.1920598,"30 mph"
52.043798,1.1929011,"30 mph"
52.0472639,1.1829789,"30 mph"
52.0466705,1.1846135,"30 mph"
52.0452695,1.1885705,"30 mph"
52.0444211,1.1905515,"30 mph"
52.047524,1.1822711,"30 mph"
52.0435013,1.1939219,"30 mph"
52.0434646,1.1940354,"30 mph"
52.0477724,1.1815547,"30 mph"
52.0478396,1.1813728,"30 mph"
52.0465386,1.184976,"30 mph"
52.0458871,1.1872315,"30 mph"
52.0476915,1.1817753,"30 mph"
52.045048,1.1890806,"30 mph"
52.0469642,1.1837683,"30 mph"
52.044827,1.1895967,"30 mph"
52.0440135,1.1993079,"40 mph"
52.0446642,1.1996552,"40 mph"
52.0452448,1.1999103,"40 mph"
52.0492063,1.2008653,"40 mph"
52.0434129,1.1989745,"40 mph"
52.0458012,1.2000829,"40 mph"
52.0463378,1.2002106,"40 mph"
52.0464603,1.2002392,"40 mph"
52.0460526,1.2001587,"40 mph"
52.0418982,1.1982475,"40 mph"
52.0414705,1.1984267,"40 mph"
52.0418099,1.1982163,"40 mph"
52.0417489,1.1982233,"40 mph"
52.0416444,1.1982608,"40 mph"
52.0410952,1.1987315,"40 mph"
52.0412872,1.1986027,"40 mph"
52.0419514,1.1982716,"40 mph"
52.0419865,1.1980835,"40 mph"
52.042046,1.1980417,"40 mph"
52.0421124,1.198063,"40 mph"
52.0420854,1.1983977,"40 mph"
52.0419538,1.1981596,"40 mph"
52.042143,1.19834,"40 mph"
52.0421565,1.1981352,"40 mph"
52.0421695,1.1982403,"40 mph"
52.0421632,1.1982841,"40 mph"
52.0421632,1.1982841,"40 mph"
52.0421314,1.1980846,"40 mph"
52.0419471,1.1982194,"40 mph"
52.0420142,1.198388,"40 mph"
52.0419832,1.1983553,"40 mph"
52.0421663,1.1981752,"40 mph"
52.0420751,1.1980425,"40 mph"
52.0420091,1.1980593,"40 mph"
52.0419514,1.1982716,"40 mph"
52.0419645,1.1983192,"40 mph"
52.0420551,1.1984029,"40 mph"
52.0421211,1.1983718,"40 mph"
52.0419623,1.1981305,"40 mph"
52.050797,1.2012847,"40 mph"
52.0509592,1.2011464,"40 mph"
52.0509052,1.2013862,"40 mph"
52.0508302,1.2013612,"40 mph"
52.0508578,1.2010997,"40 mph"
52.0509315,1.2011146,"40 mph"
52.0508018,1.2011782,"40 mph"
52.0509708,1.2012895,"40 mph"
52.0509708,1.2012895,"40 mph"
52.0507935,1.2012279,"40 mph"
52.0508586,1.2013841,"40 mph"
52.0509019,1.201096,"40 mph"
52.0508164,1.201149,"40 mph"
52.0509739,1.201213,"40 mph"
52.0509425,1.201357,"40 mph"
52.0508113,1.2013307,"40 mph"
52.0508295,1.201123,"40 mph"
52.0445826,1.1385276,"30 mph"
52.0436819,1.1371869,"30 mph"
52.0434905,1.1370957,"30 mph"
52.0438166,1.1372913,"30 mph"
52.0447101,1.138759,"30 mph"
52.0439531,1.1375011,"30 mph"
52.0316393,1.1294033,"30 mph"
52.0343703,1.1259007,"30 mph"
52.0342122,1.1262292,"30 mph"
52.0338887,1.1266688,"30 mph"
52.0330184,1.1273915,"30 mph"
52.0325304,1.1280376,"30 mph"
52.0320906,1.1287039,"30 mph"
52.031435,1.1300735,"30 mph"
52.0313997,1.1314382,"30 mph"
52.0318374,1.13288,"30 mph"
52.0322747,1.1335841,"30 mph"
52.0325544,1.1338469,"30 mph"
52.0334752,1.1341111,"30 mph"
52.0339884,1.1342868,"30 mph"
52.0344426,1.1252641,"30 mph"
52.0341588,1.1344444,"30 mph"
52.0315195,1.1297879,"30 mph"
52.0313891,1.130412,"30 mph"
52.0314726,1.1318395,"30 mph"
52.0337703,1.1342061,"30 mph"
52.0313658,1.1306804,"30 mph"
52.0322217,1.1285115,"30 mph"
52.0336782,1.1341755,"30 mph"
52.0328671,1.1275733,"30 mph"
52.0314643,1.1299207,"30 mph"
52.0315947,1.132216,"30 mph"
52.0328886,1.1340092,"30 mph"
52.033463,1.1269743,"30 mph"
52.0325904,1.1279497,"30 mph"
52.033127,1.1340843,"30 mph"
52.0320742,1.1332917,"30 mph"
52.0331982,1.127203,"30 mph"
52.0344292,1.1255725,"30 mph"
52.038301,1.1355381,"30 mph"
52.0386175,1.1356035,"30 mph"
52.0388702,1.1358304,"30 mph"
52.0390929,1.1361725,"30 mph"
52.0396572,1.1371554,"30 mph"
52.0398306,1.1374985,"30 mph"
52.0400598,1.1378903,"30 mph"
52.0401588,1.1380486,"30 mph"
52.0406632,1.1384817,"30 mph"
52.0410464,1.1385529,"30 mph"
52.0405068,1.138359,"30 mph"
52.0402314,1.1381613,"30 mph"
52.0385774,1.1355952,"30 mph"
52.0614872,1.2534338,"30 mph"
52.0616701,1.2530834,"30 mph"
52.0618752,1.2533904,"30 mph"
52.061598,1.2536861,"30 mph"
52.0617864,1.2536652,"30 mph"
52.0617864,1.2536652,"30 mph"
52.0618093,1.2531619,"30 mph"
52.0615361,1.2531875,"30 mph"
52.0618509,1.253553,"30 mph"
52.06169,1.2537157,"30 mph"
52.061532,1.2536038,"30 mph"
52.0617241,1.253708,"30 mph"
52.061498,1.2535087,"30 mph"
52.0614916,1.2533241,"30 mph"
52.0615894,1.2531199,"30 mph"
52.0617372,1.2530965,"30 mph"
52.0618515,1.2532478,"30 mph"
52.0618654,1.2534991,"30 mph"
52.0622268,1.2543603,"30 mph"
52.0623665,1.2542197,"30 mph"
52.0625404,1.2539484,"30 mph"
52.0627345,1.2539091,"30 mph"
52.0628199,1.2540768,"30 mph"
52.0629286,1.2545671,"30 mph"
52.062598,1.255204,"30 mph"
52.0627276,1.2553098,"30 mph"
52.062843,1.2554595,"30 mph"
52.0629216,1.2556387,"30 mph"
52.0629041,1.2565918,"30 mph"
52.0632155,1.256566,"30 mph"
52.0629137,1.2573741,"30 mph"
52.0631289,1.2573678,"30 mph"
52.0632465,1.2574958,"30 mph"
52.0632707,1.2577172,"30 mph"
52.0632742,1.2580181,"30 mph"
52.0626273,1.2579974,"30 mph"
52.0626815,1.2582773,"30 mph"
52.0628249,1.2585427,"30 mph"
52.0628393,1.2587364,"30 mph"
52.061117,1.2574432,"30 mph"
52.0600588,1.2575801,"30 mph"
52.0603438,1.2577003,"30 mph"
52.0605074,1.257666,"30 mph"
52.0607343,1.2574342,"30 mph"
52.0609137,1.2573913,"30 mph"
52.0611406,1.2580264,"30 mph"
52.0615586,1.2580085,"30 mph"
52.0616782,1.2578468,"30 mph"
52.0618201,1.2578247,"30 mph"
52.0619597,1.2580428,"30 mph"
52.0619386,1.2589784,"30 mph"
52.061598,1.2536861,"30 mph"
52.0613852,1.2543044,"30 mph"
52.0612976,1.2546417,"30 mph"
52.0611629,1.255296,"30 mph"
52.0610667,1.2559792,"30 mph"
52.0611107,1.2568725,"30 mph"
52.061117,1.2574432,"30 mph"
52.0611406,1.2580264,"30 mph"
52.0611406,1.2587989,"30 mph"
52.0611722,1.255251,"30 mph"
52.0610667,1.2559792,"30 mph"
52.0601805,1.2550456,"30 mph"
52.0604706,1.2551412,"30 mph"
52.0606129,1.2553657,"30 mph"
52.0606762,1.2557262,"30 mph"
52.0608527,1.2559332,"30 mph"
52.0603578,1.2550507,"30 mph"
52.0594836,1.2584213,"30 mph"
52.0597633,1.2581981,"30 mph"
52.0600161,1.2577023,"30 mph"
52.0600588,1.2575801,"30 mph"
52.0600638,1.2572525,"30 mph"
52.0599585,1.2567905,"30 mph"
52.0599168,1.2562876,"30 mph"
52.0599815,1.2558402,"30 mph"
52.0601671,1.2552785,"30 mph"
52.0601805,1.2550456,"30 mph"
52.0599761,1.2543971,"30 mph"
52.0599764,1.2541523,"30 mph"
52.0600914,1.2536698,"30 mph"
52.0602846,1.253138,"30 mph"
52.0599866,1.2539869,"30 mph"
52.0601494,1.2548873,"30 mph"
52.0590651,1.2574203,"30 mph"
52.0589371,1.2577347,"30 mph"
52.0587419,1.2581202,"30 mph"
52.0587371,1.2583107,"30 mph"
52.0588295,1.2585682,"30 mph"
52.058798,1.2579369,"30 mph"
52.0588804,1.2566693,"30 mph"
52.0593026,1.2565727,"30 mph"
52.0591311,1.2564547,"30 mph"
52.0599815,1.2558402,"30 mph"
52.0598395,1.2557159,"30 mph"
52.0596861,1.2553588,"30 mph"
52.0594351,1.2552728,"30 mph"
52.0597512,1.2555592,"30 mph"
52.0595718,1.2552711,"30 mph"
52.0599761,1.2543971,"30 mph"
52.0596553,1.2545577,"30 mph"
52.0593668,1.2531297,"30 mph"
52.0594916,1.2539549,"30 mph"
52.0596087,1.2537395,"30 mph"
52.0596186,1.2536671,"30 mph"
52.0596169,1.2535544,"30 mph"
52.0595686,1.2538322,"30 mph"
52.0596004,1.2534614,"30 mph"
52.0595724,1.2533809,"30 mph"
52.0594932,1.253279,"30 mph"
52.059429,1.2531847,"30 mph"
52.0599764,1.2541523,"30 mph"
52.0602601,1.2541223,"30 mph"
52.0603931,1.2541112,"30 mph"
52.0605093,1.2542275,"30 mph"
52.0583503,1.2542506,"30 mph"
52.0585726,1.2535782,"30 mph"
52.058522,1.2538461,"30 mph"
52.0582333,1.2543635,"30 mph"
52.0584537,1.2540468,"30 mph"
52.0612976,1.2546417,"30 mph"
52.0611244,1.2544782,"30 mph"
52.0610378,1.2544782,"30 mph"
52.0608935,1.2547187,"30 mph"
52.0599405,1.2522199,"30 mph"
52.0585726,1.2535782,"30 mph"
52.0593668,1.2531297,"30 mph"
52.059208,1.2534109,"30 mph"
52.0591155,1.2535025,"30 mph"
52.0589868,1.2535815,"30 mph"
52.0587143,1.2536307,"30 mph"
52.0595443,1.252576,"30 mph"
52.0596985,1.2523499,"30 mph"
52.0583782,1.2534225,"30 mph"
52.0581558,1.253126,"30 mph"
52.0579733,1.2524834,"30 mph"
52.057906,1.2520331,"30 mph"
52.0578419,1.2516262,"30 mph"
52.0577924,1.2511931,"30 mph"
52.0578041,1.2505324,"30 mph"
52.0579646,1.2499467,"30 mph"
52.058166,1.2495857,"30 mph"
52.058297,1.2494288,"30 mph"
52.0585941,1.2491616,"30 mph"
52.0589085,1.2488203,"30 mph"
52.0590918,1.2484787,"30 mph"
52.0592892,1.2482295,"30 mph"
52.0596302,1.2480426,"30 mph"
52.0600096,1.248177,"30 mph"
52.0605166,1.2487494,"30 mph"
52.0578694,1.2502175,"30 mph"
52.0588153,1.2536281,"30 mph"
52.0582136,1.2532031,"30 mph"
52.0602295,1.2484503,"30 mph"
52.0603586,1.2486115,"30 mph"
52.0604113,1.2486575,"30 mph"
52.0580193,1.2527159,"30 mph"
52.0594086,1.2481291,"30 mph"
52.0598409,1.2480815,"30 mph"
52.0601459,1.2483225,"30 mph"
52.0598426,1.252257,"30 mph"
52.0596201,1.2524474,"30 mph"
52.059286,1.2532857,"30 mph"
52.0594361,1.2528938,"30 mph"
52.0588188,1.2489334,"30 mph"
52.0592892,1.2482295,"30 mph"
52.0594161,1.2485333,"30 mph"
52.0595764,1.2488286,"30 mph"
52.0596382,1.2492813,"30 mph"
52.0596089,1.249496,"30 mph"
52.0595327,1.2496422,"30 mph"
52.0595175,1.2500772,"30 mph"
52.0595275,1.2505773,"30 mph"
52.0596555,1.2509552,"30 mph"
52.059599,1.2508474,"30 mph"
52.0595537,1.2507232,"30 mph"
52.0596289,1.2509046,"30 mph"
52.0595161,1.2497783,"30 mph"
52.0594666,1.2486448,"30 mph"
52.059618,1.2470924,"30 mph"
52.0593089,1.2470362,"30 mph"
52.0590092,1.2469238,"30 mph"
52.0588968,1.2469893,"30 mph"
52.0588712,1.2475813,"30 mph"
52.058577,1.2475973,"30 mph"
52.0589085,1.2488203,"30 mph"
52.0584251,1.2480845,"30 mph"
52.058334,1.2475614,"30 mph"
52.0583374,1.2478382,"30 mph"
52.058297,1.2494288,"30 mph"
52.0580658,1.2489548,"30 mph"
52.0579964,1.2485301,"30 mph"
52.057911,1.2473432,"30 mph"
52.0574725,1.2491082,"30 mph"
52.0574228,1.2486062,"30 mph"
52.0573217,1.2474159,"30 mph"
52.0574073,1.2484073,"30 mph"
52.0580658,1.2489548,"30 mph"
52.0574725,1.2491082,"30 mph"
52.0573217,1.2474159,"30 mph"
52.0575423,1.2473735,"30 mph"
52.0577541,1.2473182,"30 mph"
52.057911,1.2473432,"30 mph"
52.0580071,1.245444,"30 mph"
52.0572019,1.2458222,"30 mph"
52.0576858,1.2455497,"30 mph"
52.0585363,1.2455157,"30 mph"
52.0587848,1.2456579,"30 mph"
52.0591941,1.2457007,"30 mph"
52.0592878,1.2458068,"30 mph"
52.0594432,1.2461502,"30 mph"
52.059516,1.2461904,"30 mph"
52.0599192,1.2462085,"30 mph"
52.0601003,1.2460336,"30 mph"
52.0572256,1.2459834,"30 mph"
52.0598127,1.2462245,"30 mph"
52.0593918,1.2460795,"30 mph"
52.0599973,1.2461374,"30 mph"
52.0576597,1.2445185,"30 mph"
52.0576858,1.2455497,"30 mph"
52.0575199,1.2446796,"30 mph"
52.0582112,1.2446214,"30 mph"
52.0579697,1.246493,"30 mph"
52.0580071,1.245444,"30 mph"
52.0586843,1.2432179,"30 mph"
52.0588836,1.2434139,"30 mph"
52.0590363,1.2437626,"30 mph"
52.0586432,1.242308,"30 mph"
52.0586843,1.2432179,"30 mph"
52.05846,1.2434405,"30 mph"
52.0583589,1.2434172,"30 mph"
52.0582626,1.2433906,"30 mph"
52.0581995,1.2431316,"30 mph"
52.0579969,1.2431748,"30 mph"
52.0576829,1.2422306,"30 mph"
52.0576267,1.2425823,"30 mph"
52.0576898,1.2431589,"30 mph"
52.0577904,1.2432585,"30 mph"
52.0575228,1.2374748,"30 mph"
52.0572155,1.2376602,"30 mph"
52.0591286,1.2422245,"30 mph"
52.0589314,1.2398882,"30 mph"
52.0588573,1.2422847,"30 mph"
52.0586432,1.242308,"30 mph"
52.0582184,1.2423134,"30 mph"
52.0576829,1.2422306,"30 mph"
52.0575187,1.2421121,"30 mph"
52.0572794,1.2414941,"30 mph"
52.05727,1.2412874,"30 mph"
52.0572554,1.2406788,"30 mph"
52.0570406,1.2395889,"30 mph"
52.0570129,1.239333,"30 mph"
52.0570441,1.2388417,"30 mph"
52.0572391,1.2384752,"30 mph"
52.057603,1.2382074,"30 mph"
52.0581681,1.2387012,"30 mph"
52.0582231,1.23883,"30 mph"
52.0583303,1.2390863,"30 mph"
52.0585907,1.2395086,"30 mph"
52.0587822,1.2397641,"30 mph"
52.0591837,1.2399956,"30 mph"
52.0581077,1.242315,"30 mph"
52.0571544,1.2399905,"30 mph"
52.0572749,1.2409821,"30 mph"
52.0578466,1.2383234,"30 mph"
52.0580522,1.2384859,"30 mph"
52.0572757,1.2410445,"30 mph"
52.0574192,1.2419891,"30 mph"
52.0573282,1.2417669,"30 mph"
52.0571105,1.2386446,"30 mph"
52.0573978,1.2382959,"30 mph"
52.0581711,1.2363164,"30 mph"
52.0581986,1.2355523,"30 mph"
52.0585079,1.2364406,"30 mph"
52.0586777,1.236181,"30 mph"
52.0587249,1.2359452,"30 mph"
52.0586948,1.2355849,"30 mph"
52.0583628,1.2380622,"30 mph"
52.0585373,1.2380887,"30 mph"
52.0587232,1.2380394,"30 mph"
52.0588978,1.2378459,"30 mph"
52.0588257,1.2378649,"30 mph"
52.0590913,1.2378383,"30 mph"
52.0583481,1.2374035,"30 mph"
52.0574516,1.236837,"30 mph"
52.0577514,1.2362536,"30 mph"
52.0581711,1.2363164,"30 mph"
52.0584362,1.2363672,"30 mph"
52.0585079,1.2364406,"30 mph"
52.0585876,1.2368286,"30 mph"
52.0585833,1.2370987,"30 mph"
52.0585534,1.2371908,"30 mph"
52.058498,1.2372372,"30 mph"
52.0583132,1.2375319,"30 mph"
52.0583628,1.2380622,"30 mph"
52.0581681,1.2387012,"30 mph"
52.0583239,1.2363333,"30 mph"
52.0584197,1.2372911,"30 mph"
52.0609747,1.2379929,"30 mph"
52.060778,1.238611,"30 mph"
52.0609744,1.2381347,"30 mph"
52.060971,1.2378912,"30 mph"
52.0607681,1.2388955,"30 mph"
52.0607739,1.2387295,"30 mph"
52.0609479,1.2377455,"30 mph"
52.0609541,1.2382199,"30 mph"
52.0609803,1.237534,"30 mph"
52.060954,1.237657,"30 mph"
52.0608172,1.2385082,"30 mph"
52.0611764,1.2378896,"30 mph"
52.0612518,1.2379411,"30 mph"
52.060971,1.2378912,"30 mph"
52.0612947,1.237945,"30 mph"
52.0610936,1.2378636,"30 mph"
52.0598508,1.2383752,"30 mph"
52.0595966,1.2384527,"30 mph"
52.059476,1.2385604,"30 mph"
52.0592692,1.2388792,"30 mph"
52.059183,1.2389137,"30 mph"
52.0587608,1.2385604,"30 mph"
52.0598696,1.2380246,"30 mph"
52.0600877,1.2378582,"30 mph"
52.0601911,1.2378582,"30 mph"
52.0602558,1.2379788,"30 mph"
52.0602515,1.2381597,"30 mph"
52.0601481,1.2383924,"30 mph"
52.0597111,1.2381289,"30 mph"
52.0596649,1.2378821,"30 mph"
52.0598727,1.2389393,"30 mph"
52.0598508,1.2383752,"30 mph"
52.0598696,1.2380246,"30 mph"
52.0597474,1.2378883,"30 mph"
52.0598657,1.2387595,"30 mph"
52.0585907,1.2395086,"30 mph"
52.058332,1.2402849,"30 mph"
52.0585523,1.2404405,"30 mph"
52.0586776,1.2405441,"30 mph"
52.0587943,1.2404145,"30 mph"
