lat,lon,value
52.0692054,1.1103578,UK:nsl_dual
52.0701985,1.1106388,UK:nsl_dual
52.0687053,1.1102268,UK:nsl_dual
52.0658244,1.1092435,UK:nsl_dual
52.0708632,1.1106474,"70 mph"
52.070267,1.1104672,"70 mph"
52.0708632,1.1106474,UK:nsl_dual
52.070267,1.1104672,UK:nsl_dual
52.0708263,1.1108191,"70 mph"
52.0701985,1.1106388,"70 mph"
52.0708263,1.1108191,UK:nsl_dual
52.0701985,1.1106388,UK:nsl_dual
52.0259823,1.2390375,"60 mph"
52.026264,1.2381991,"60 mph"
52.0259823,1.2390375,UK:nsl_single
52.026264,1.2381991,UK:nsl_single
52.0787324,1.1829386,"30 mph"
52.0793266,1.1836054,"30 mph"
52.0762632,1.1795549,"30 mph"
52.0757335,1.1788518,"30 mph"
52.0759933,1.1792241,"30 mph"
52.0745265,1.1772545,"30 mph"
52.0765503,1.1799505,"30 mph"
52.074827,1.1776967,"30 mph"
52.0763316,1.1796492,"30 mph"
52.0783646,1.1824333,"30 mph"
52.0772888,1.1809074,"30 mph"
52.0744485,1.1771261,"30 mph"
52.0775154,1.1811933,"30 mph"
52.0778102,1.1815794,"30 mph"
52.0742441,1.1767939,"30 mph"
52.073985,1.1763631,"30 mph"
52.0742009,1.1767233,"30 mph"
52.0744485,1.1771261,"30 mph"
52.0258138,1.1293897,"100 mph"
52.025974,1.1298466,"100 mph"
52.0258763,1.1295737,"100 mph"
52.0250417,1.1271142,"100 mph"
52.0253827,1.1281309,"100 mph"
52.0247097,1.1260827,"100 mph"
52.0258138,1.1293897,"100 mph"
52.050004,1.0974849,"40 mph"
52.0497599,1.0983968,"40 mph"
52.0623997,1.1074409,"70 mph"
52.062658,1.1075756,"70 mph"
52.0623997,1.1074409,UK:nsl_dual
52.062658,1.1075756,UK:nsl_dual
52.0570783,1.1037024,"70 mph"
52.0572155,1.1038172,"70 mph"
52.0570783,1.1037024,UK:nsl_dual
52.0572155,1.1038172,UK:nsl_dual
52.057065,1.1038565,"70 mph"
52.0571656,1.1039357,"70 mph"
52.057065,1.1038565,UK:nsl_dual
52.0571656,1.1039357,UK:nsl_dual
52.059508,1.1055689,"70 mph"
52.0597202,1.1057123,"70 mph"
52.0597202,1.1057123,"70 mph"
52.0572155,1.1038172,"70 mph"
52.0590959,1.1052903,"70 mph"
52.059508,1.1055689,UK:nsl_dual
52.0597202,1.1057123,UK:nsl_dual
52.0597202,1.1057123,UK:nsl_dual
52.0572155,1.1038172,UK:nsl_dual
52.0590959,1.1052903,UK:nsl_dual
52.0596449,1.1058518,"70 mph"
52.06049,1.1064526,"70 mph"
52.0596449,1.1058518,UK:nsl_dual
52.06049,1.1064526,UK:nsl_dual
52.0605797,1.1063266,"70 mph"
52.0605797,1.1063266,"70 mph"
52.0597202,1.1057123,"70 mph"
52.0597202,1.1057123,"70 mph"
52.0605797,1.1063266,UK:nsl_dual
52.0605797,1.1063266,UK:nsl_dual
52.0597202,1.1057123,UK:nsl_dual
52.0597202,1.1057123,UK:nsl_dual
52.0596449,1.1058518,"70 mph"
52.0571656,1.1039357,"70 mph"
52.0590513,1.1054417,"70 mph"
52.0596449,1.1058518,UK:nsl_dual
52.0571656,1.1039357,UK:nsl_dual
52.0590513,1.1054417,UK:nsl_dual
52.0612119,1.1069246,"70 mph"
52.06049,1.1064526,"70 mph"
52.0623791,1.1076552,"70 mph"
52.0612119,1.1069246,UK:nsl_dual
52.06049,1.1064526,UK:nsl_dual
52.0623791,1.1076552,UK:nsl_dual
52.0623791,1.1076552,"70 mph"
52.0626297,1.1077823,"70 mph"
52.0623791,1.1076552,UK:nsl_dual
52.0626297,1.1077823,UK:nsl_dual
52.0856519,1.1138971,"70 mph"
52.0856263,1.1141235,"70 mph"
52.0858,1.1136737,"70 mph"
52.0860339,1.1137032,"70 mph"
52.0856869,1.1143682,"70 mph"
52.0857588,1.1137062,"70 mph"
52.0861512,1.1142513,"70 mph"
52.0858384,1.1145204,"70 mph"
52.0861195,1.1138293,"70 mph"
52.0861023,1.114381,"70 mph"
52.0857845,1.1144908,"70 mph"
52.0858466,1.113652,"70 mph"
52.0857356,1.1144438,"70 mph"
52.0859891,1.1136696,"70 mph"
52.0856438,1.1142474,"70 mph"
52.0861704,1.1140977,"70 mph"
52.0856373,1.1142169,"70 mph"
52.0856843,1.1138123,"70 mph"
52.0857131,1.1137617,"70 mph"
52.0860439,1.1144621,"70 mph"
52.0860722,1.1137465,"70 mph"
52.0860722,1.1137465,"70 mph"
52.0856297,1.1140097,"70 mph"
52.0858984,1.1136441,"70 mph"
52.0861524,1.1139287,"70 mph"
52.0859207,1.1145295,"70 mph"
52.0859797,1.1145107,"70 mph"
52.0856519,1.1138971,UK:nsl_dual
52.0856263,1.1141235,UK:nsl_dual
52.0858,1.1136737,UK:nsl_dual
52.0860339,1.1137032,UK:nsl_dual
52.0856869,1.1143682,UK:nsl_dual
52.0857588,1.1137062,UK:nsl_dual
52.0861512,1.1142513,UK:nsl_dual
52.0858384,1.1145204,UK:nsl_dual
52.0861195,1.1138293,UK:nsl_dual
52.0861023,1.114381,UK:nsl_dual
52.0857845,1.1144908,UK:nsl_dual
52.0858466,1.113652,UK:nsl_dual
52.0857356,1.1144438,UK:nsl_dual
52.0859891,1.1136696,UK:nsl_dual
52.0856438,1.1142474,UK:nsl_dual
52.0861704,1.1140977,UK:nsl_dual
52.0856373,1.1142169,UK:nsl_dual
52.0856843,1.1138123,UK:nsl_dual
52.0857131,1.1137617,UK:nsl_dual
52.0860439,1.1144621,UK:nsl_dual
52.0860722,1.1137465,UK:nsl_dual
52.0860722,1.1137465,UK:nsl_dual
52.0856297,1.1140097,UK:nsl_dual
52.0858984,1.1136441,UK:nsl_dual
52.0861524,1.1139287,UK:nsl_dual
52.0859207,1.1145295,UK:nsl_dual
52.0859797,1.1145107,UK:nsl_dual
52.0263203,1.2380049,"60 mph"
52.026264,1.2381991,"60 mph"
52.0461415,1.1911515,"30 mph"
52.0462339,1.1907867,"30 mph"
52.0452969,1.1923638,"30 mph"
52.0451253,1.1929217,"30 mph"
52.0349481,1.2582569,"60 mph"
52.0558995,1.1757321,"30 mph"
52.056078,1.1763423,"30 mph"
52.0559608,1.1759099,"30 mph"
52.0564649,1.1665171,"30 mph"
52.0563942,1.1664986,"30 mph"
52.0567114,1.1664961,"30 mph"
52.0548837,1.202105,"40 mph"
52.0561306,1.2016448,"40 mph"
52.0550878,1.2020603,"40 mph"
52.0560264,1.2017109,"40 mph"
52.0553633,1.2019829,"40 mph"
52.0556902,1.2018794,"40 mph"
52.0559525,1.2017474,"40 mph"
52.0561306,1.2016448,"40 mph"
52.0562004,1.2016014,"40 mph"
52.0606083,1.2012595,"30 mph"
52.0592517,1.2021086,"30 mph"
52.06021,1.2014811,"30 mph"
52.0593816,1.2019404,"30 mph"
52.0594576,1.2018996,"30 mph"
52.0608625,1.2027197,"30 mph"
52.0618892,1.2024566,"30 mph"
52.0583632,1.2005671,"40 mph"
52.0586245,1.2004224,"40 mph"
52.0589719,1.2001925,"40 mph"
52.0548837,1.202105,"40 mph"
52.0548583,1.2021054,"40 mph"
52.0546868,1.1904888,"20 mph"
52.0520136,1.1904728,"20 mph"
52.0557076,1.1904906,"20 mph"
52.0550226,1.1904885,"20 mph"
52.0543004,1.1904864,"20 mph"
52.0517966,1.1904705,"20 mph"
52.0534041,1.1904877,"20 mph"
52.0539637,1.1904784,"20 mph"
52.0531884,1.1904849,"20 mph"
52.0520269,1.1863814,"30 mph"
52.0518384,1.1893869,"30 mph"
52.0518668,1.18865,"30 mph"
52.0517966,1.1904705,"30 mph"
52.051869,1.1886034,"30 mph"
52.0520462,1.1862058,"30 mph"
52.052363,1.1828837,"30 mph"
52.0518318,1.1895618,"30 mph"
52.0519586,1.1873323,"30 mph"
52.0523481,1.183002,"30 mph"
52.0523235,1.1831973,"30 mph"
52.0518807,1.1884165,"30 mph"
52.0524485,1.1824439,"30 mph"
52.0522204,1.184101,"30 mph"
52.0521442,1.1849428,"30 mph"
52.0512531,1.1989453,"30 mph"
52.051707,1.1961485,"30 mph"
52.0517959,1.1955823,"30 mph"
52.0511556,1.199534,"30 mph"
52.0513922,1.1981547,"30 mph"
52.0510596,1.2000629,"30 mph"
52.0516804,1.196318,"30 mph"
52.0507146,1.2011588,"40 mph"
52.0506073,1.2011699,"40 mph"
52.0508164,1.201149,"40 mph"
52.067166,1.1696183,"30 mph"
52.0672255,1.1692274,"30 mph"
52.0668203,1.1710058,"30 mph"
52.067042,1.1702914,"30 mph"
52.0662212,1.1719247,"30 mph"
52.066488,1.1714988,"30 mph"
52.0670305,1.1703506,"30 mph"
52.0692765,1.1531626,"30 mph"
52.0704681,1.1523833,"30 mph"
52.0700175,1.1526348,"30 mph"
52.0707412,1.1522533,"30 mph"
52.0711427,1.1520341,"30 mph"
52.0704362,1.1524007,"30 mph"
52.0688606,1.1533738,"30 mph"
52.0709052,1.1521729,"30 mph"
52.069565,1.1529703,"30 mph"
52.0702967,1.152476,"30 mph"
52.0688606,1.1533738,"30 mph"
52.0686023,1.1518492,"30 mph"
52.0677676,1.1538467,"30 mph"
52.067632,1.1538507,"30 mph"
52.0680867,1.1537447,"30 mph"
52.0675367,1.15375,"30 mph"
52.0688606,1.1533738,"30 mph"
52.067908,1.1538198,"30 mph"
52.0801568,1.1359673,"30 mph"
52.0802047,1.1382892,"30 mph"
52.080162,1.1365685,"30 mph"
52.0801729,1.1378459,"30 mph"
52.0801753,1.1381251,"30 mph"
52.0805478,1.1383701,"30 mph"
52.0818211,1.1375279,"30 mph"
52.0812558,1.1383497,"30 mph"
52.0816748,1.1379365,"30 mph"
52.0814891,1.1382514,"30 mph"
52.0806171,1.1383678,"30 mph"
52.0820678,1.1364933,"30 mph"
52.0804852,1.1359528,"30 mph"
52.0801568,1.1359673,"30 mph"
52.0801753,1.1359665,"30 mph"
52.0615493,1.1432486,"30 mph"
52.0615429,1.1434887,"30 mph"
52.0615967,1.1428602,"30 mph"
52.0616418,1.1426658,"30 mph"
52.0617562,1.1422217,"30 mph"
52.0625172,1.1395583,"30 mph"
52.06303,1.1395717,"30 mph"
52.0626905,1.1395613,"30 mph"
52.0631834,1.1395838,"30 mph"
52.0629056,1.1395541,"30 mph"
52.0626112,1.1395516,"30 mph"
52.08055,1.1178271,"30 mph"
52.0812343,1.1153959,"30 mph"
52.0806215,1.1175563,"30 mph"
52.0807901,1.1169569,"30 mph"
52.0809434,1.1164155,"30 mph"
52.0810317,1.1160866,"30 mph"
52.056254,1.1509908,"20 mph"
52.0561559,1.1509808,"20 mph"
52.0563586,1.151054,"20 mph"
52.0264948,1.2062559,"30 mph"
52.0263894,1.2065994,"30 mph"
52.0258366,1.2073687,"60 mph"
52.0262916,1.2066356,"60 mph"
52.0263485,1.2065183,"60 mph"
52.0256262,1.2073067,"60 mph"
52.0259765,1.2072702,"60 mph"
52.0257486,1.2073681,"60 mph"
52.026047,1.2071407,"60 mph"
52.0259372,1.2075349,"60 mph"
52.0260458,1.2081747,"60 mph"
52.0258813,1.2080144,"60 mph"
52.0262813,1.2078027,"60 mph"
52.0262813,1.2078027,"60 mph"
52.0258652,1.2076787,"60 mph"
52.0260132,1.2074784,"60 mph"
52.0262406,1.2076154,"60 mph"
52.0259727,1.2081433,"60 mph"
52.0259074,1.2075768,"60 mph"
52.0262735,1.207726,"60 mph"
52.0258519,1.2079013,"60 mph"
52.0259107,1.2080732,"60 mph"
52.02619,1.2075339,"60 mph"
52.0262724,1.2079247,"60 mph"
52.0261802,1.2081214,"60 mph"
52.0261213,1.2081635,"60 mph"
52.0262361,1.2080388,"60 mph"
52.026069,1.2081759,"60 mph"
52.0258466,1.2078083,"60 mph"
52.0261217,1.2074812,"60 mph"
52.0259372,1.2075349,UK:nsl_single
52.0260458,1.2081747,UK:nsl_single
52.0258813,1.2080144,UK:nsl_single
52.0262813,1.2078027,UK:nsl_single
52.0262813,1.2078027,UK:nsl_single
52.0258652,1.2076787,UK:nsl_single
52.0260132,1.2074784,UK:nsl_single
52.0262406,1.2076154,UK:nsl_single
52.0259727,1.2081433,UK:nsl_single
52.0259074,1.2075768,UK:nsl_single
52.0262735,1.207726,UK:nsl_single
52.0258519,1.2079013,UK:nsl_single
52.0259107,1.2080732,UK:nsl_single
52.02619,1.2075339,UK:nsl_single
52.0262724,1.2079247,UK:nsl_single
52.0261802,1.2081214,UK:nsl_single
52.0261213,1.2081635,UK:nsl_single
52.0262361,1.2080388,UK:nsl_single
52.026069,1.2081759,UK:nsl_single
52.0258466,1.2078083,UK:nsl_single
52.0261217,1.2074812,UK:nsl_single
52.0257522,1.2076769,"60 mph"
52.0255981,1.2077329,"60 mph"
52.0258652,1.2076787,"60 mph"
52.025739,1.2078413,"60 mph"
52.0255981,1.2077329,"60 mph"
52.0258813,1.2080144,"60 mph"
52.0257263,1.2078257,"60 mph"
52.0257064,1.2074552,"70 mph"
52.0259372,1.2075349,"70 mph"
52.0258076,1.2075223,"70 mph"
52.0256262,1.2073067,"70 mph"
52.0257064,1.2074552,UK:nsl_dual
52.0259372,1.2075349,UK:nsl_dual
52.0258076,1.2075223,UK:nsl_dual
52.0256262,1.2073067,UK:nsl_dual
52.0253157,1.2109037,"70 mph"
52.0256082,1.214123,"70 mph"
52.0256082,1.214123,"70 mph"
52.0250333,1.2092741,"70 mph"
52.0251985,1.210122,"70 mph"
52.02545,1.2122422,"70 mph"
52.0253157,1.2109037,UK:nsl_dual
52.0256082,1.214123,UK:nsl_dual
52.0256082,1.214123,UK:nsl_dual
52.0250333,1.2092741,UK:nsl_dual
52.0251985,1.210122,UK:nsl_dual
52.02545,1.2122422,UK:nsl_dual
52.024729,1.2082661,"60 mph"
52.0248163,1.2084617,"60 mph"
52.0247802,1.2081267,"60 mph"
52.0251338,1.208062,"60 mph"
52.0247843,1.2084527,"60 mph"
52.0247516,1.2084127,"60 mph"
52.0248313,1.2081096,"60 mph"
52.0247326,1.2083551,"60 mph"
52.0249894,1.2081019,"60 mph"
52.0247506,1.2081759,"60 mph"
52.024905,1.2081079,"60 mph"
52.0279149,1.2196371,"30 mph"
52.0287406,1.2202058,"30 mph"
52.0274029,1.2190385,"30 mph"
52.0284848,1.2200296,"30 mph"
52.0277638,1.2195094,"30 mph"
52.0269127,1.2169274,"30 mph"
52.0270126,1.2175379,"30 mph"
52.0287433,1.2202077,"30 mph"
52.02675,1.2159956,"30 mph"
52.0294532,1.2206974,"30 mph"
52.0276,1.2193711,"30 mph"
52.0272766,1.2186585,"30 mph"
52.0266763,1.2147112,"30 mph"
52.0270595,1.2178244,"30 mph"
52.027027,1.2176261,"30 mph"
52.0262813,1.2078027,"60 mph"
52.0264071,1.2080109,"60 mph"
52.0264435,1.2080695,"60 mph"
52.0269261,1.2117186,"30 mph"
52.0267036,1.211392,"30 mph"
52.0266497,1.2115765,"30 mph"
52.0267911,1.2113348,"30 mph"
52.0268434,1.2113441,"30 mph"
52.0268421,1.2118169,"30 mph"
52.026952,1.2115625,"30 mph"
52.0267289,1.2117943,"30 mph"
52.0266919,1.2117534,"30 mph"
52.0268895,1.2117798,"30 mph"
52.0269433,1.2114751,"30 mph"
52.0268252,1.2118164,"30 mph"
52.0269468,1.2116407,"30 mph"
52.0269292,1.2114262,"30 mph"
52.0267777,1.2118148,"30 mph"
52.0266665,1.2116957,"30 mph"
52.0266665,1.2116957,"30 mph"
52.0267401,1.2113551,"30 mph"
52.0269139,1.2113937,"30 mph"
52.0266699,1.2114575,"30 mph"
52.0705812,1.1920036,"30 mph"
52.0718137,1.1911826,"30 mph"
52.0697278,1.1925237,"30 mph"
52.0688097,1.1931343,"30 mph"
52.068765,1.1929669,"30 mph"
52.069687,1.1923578,"30 mph"
52.070525,1.1917634,"30 mph"
52.0717549,1.1909799,"30 mph"
52.0706653,1.191713,"30 mph"
52.0705922,1.191759,"30 mph"
52.0690751,1.1896931,"30 mph"
52.0689676,1.1893279,"30 mph"
52.0691437,1.1899249,"30 mph"
52.0693132,1.1903615,"30 mph"
52.0686162,1.1895042,"30 mph"
52.0684972,1.1891032,"30 mph"
52.0392597,1.0928685,"70 mph"
52.0379908,1.0916033,"70 mph"
52.0385799,1.0922009,"70 mph"
52.0392597,1.0928685,"this odd section is indeed 70mph - I believe the legals for restricting the speed failed to include this setion"
52.0379908,1.0916033,"this odd section is indeed 70mph - I believe the legals for restricting the speed failed to include this setion"
52.0385799,1.0922009,"this odd section is indeed 70mph - I believe the legals for restricting the speed failed to include this setion"
52.0378998,1.0918036,"50 mph"
52.0379908,1.0916033,"50 mph"
52.030221,1.0821468,"50 mph"
52.0272761,1.0795566,"50 mph"
52.0285819,1.0806662,"50 mph"
52.029146,1.081188,"50 mph"
52.0279124,1.0801146,"50 mph"
52.0274022,1.0796672,"50 mph"
52.0306879,1.0825632,"50 mph"
52.0285034,1.0805936,"50 mph"
52.0326259,1.0840265,"50 mph"
52.0336409,1.0850436,"50 mph"
52.0349407,1.0870004,"50 mph"
52.0315726,1.0830796,"50 mph"
52.0338953,1.0853817,"50 mph"
52.0332799,1.0847051,"50 mph"
52.0348967,1.0871886,"50 mph"
52.0365476,1.0900129,"50 mph"
52.0373455,1.0911582,"50 mph"
52.0341069,1.0859873,"50 mph"
52.0326466,1.0843224,"50 mph"
52.0378998,1.0918036,"50 mph"
52.0377389,1.0916444,"50 mph"
52.036795,1.0904027,"50 mph"
52.0356495,1.0884819,"50 mph"
52.0337367,1.0854264,"50 mph"
52.0315063,1.0832874,"50 mph"
52.0363172,1.089643,"50 mph"
52.0315063,1.0832874,"50 mph"
52.0315726,1.0830796,"50 mph"
52.0444708,1.0954271,"70 mph"
52.0494864,1.09771,"70 mph"
52.046454,1.0960878,"70 mph"
52.0478417,1.0967492,"70 mph"
52.0437185,1.0953266,"70 mph"
52.0437185,1.0953266,"70 mph"
52.0503849,1.0983591,"70 mph"
52.0503849,1.0983591,"70 mph"
52.0510844,1.0989322,"70 mph"
52.0510844,1.0989322,"70 mph"
52.0544865,1.1016767,"70 mph"
52.0544865,1.1016767,"70 mph"
52.0407806,1.0955882,"70 mph"
52.057065,1.1038565,"70 mph"
52.0422587,1.0953438,"70 mph"
52.0455401,1.0957184,"70 mph"
52.0444708,1.0954271,UK:nsl_dual
52.0494864,1.09771,UK:nsl_dual
52.046454,1.0960878,UK:nsl_dual
52.0478417,1.0967492,UK:nsl_dual
52.0437185,1.0953266,UK:nsl_dual
52.0437185,1.0953266,UK:nsl_dual
52.0503849,1.0983591,UK:nsl_dual
52.0503849,1.0983591,UK:nsl_dual
52.0510844,1.0989322,UK:nsl_dual
52.0510844,1.0989322,UK:nsl_dual
52.0544865,1.1016767,UK:nsl_dual
52.0544865,1.1016767,UK:nsl_dual
52.0407806,1.0955882,UK:nsl_dual
52.057065,1.1038565,UK:nsl_dual
52.0422587,1.0953438,UK:nsl_dual
52.0455401,1.0957184,UK:nsl_dual
52.0322904,1.1917073,"20 mph"
52.032387,1.1910757,"20 mph"
52.0317628,1.1924297,"20 mph"
52.0321839,1.1919867,"20 mph"
52.032729,1.1900874,"20 mph"
52.032357,1.1914397,"20 mph"
52.0319857,1.1922613,"20 mph"
52.0315066,1.1925616,"20 mph"
52.0311207,1.1929394,"20 mph"
52.0326585,1.1901359,"20 mph"
52.0324609,1.1906734,"20 mph"
52.0325764,1.1902607,"20 mph"
52.0312795,1.1927333,"20 mph"
52.0297194,1.2015163,"30 mph"
52.029772,1.2018468,"30 mph"
52.0294448,1.2007363,"30 mph"
52.0295085,1.2011119,"30 mph"
52.0297621,1.2016485,"30 mph"
52.0296278,1.2013325,"30 mph"
52.029508,1.2007207,"30 mph"
52.0293554,1.2006836,"30 mph"
52.029552,1.2002672,"30 mph"
52.0294641,1.2002122,"30 mph"
52.0295932,1.2006035,"30 mph"
52.0296137,1.2004553,"30 mph"
52.0292979,1.2003991,"30 mph"
52.0293017,1.2005673,"30 mph"
52.0293767,1.2002424,"30 mph"
52.0296119,1.2005176,"30 mph"
52.0293304,1.2006456,"30 mph"
52.0295025,1.2002244,"30 mph"
52.0295025,1.2002244,"30 mph"
52.0294448,1.2007363,"30 mph"
52.0292914,1.2004897,"30 mph"
52.0294083,1.2002217,"30 mph"
52.0296001,1.2003669,"30 mph"
52.0295565,1.2006751,"30 mph"
52.0294054,1.2007251,"30 mph"
52.0293325,1.2002986,"30 mph"
52.0378642,1.1958636,"30 mph"
52.0365026,1.194442,"30 mph"
52.0364896,1.1968629,"30 mph"
52.0361358,1.1957643,"30 mph"
52.0362097,1.1951034,"30 mph"
52.037271,1.1969745,"30 mph"
52.0375297,1.1966998,"30 mph"
52.0362731,1.1964509,"30 mph"
52.0369225,1.1970346,"30 mph"
52.0361464,1.197747,"30 mph"
52.0364896,1.1968629,"30 mph"
52.106362,1.1200102,"30 mph"
52.1058648,1.1170556,"30 mph"
52.1058353,1.1167618,"30 mph"
52.1060811,1.1175883,"30 mph"
52.1058167,1.1160044,"30 mph"
52.1056725,1.1130832,"30 mph"
52.1056194,1.1120266,"30 mph"
52.1057679,1.1150817,"30 mph"
52.105626,1.1122374,"30 mph"
52.1062195,1.1181005,"30 mph"
52.1056074,1.111644,"30 mph"
52.1062334,1.1182602,"30 mph"
52.1063114,1.1189757,"30 mph"
52.1057922,1.1153005,"30 mph"
52.1057169,1.1141054,"30 mph"
52.1057981,1.1154693,"30 mph"
52.1057487,1.1147136,"30 mph"
52.1058194,1.1161161,"30 mph"
52.0602949,1.1458226,"30 mph"
52.0602735,1.1458574,"30 mph"
52.0602169,1.1459732,"30 mph"
52.0591169,1.1519075,"30 mph"
52.0583856,1.1514734,"30 mph"
52.0332223,1.1831217,"30 mph"
52.0333206,1.1829934,"30 mph"
52.0334218,1.1829058,"30 mph"
52.0342326,1.1824161,"30 mph"
52.0341228,1.1824745,"30 mph"
52.0328677,1.1836906,"30 mph"
52.0654184,1.1401228,"30 mph"
52.0654825,1.1403358,"30 mph"
52.0654758,1.1404022,"30 mph"
52.065341,1.1400313,"30 mph"
52.0277628,1.1987603,"20 mph"
52.0281,1.1994301,"20 mph"
52.0277882,1.1988829,"20 mph"
52.027751,1.198705,"20 mph"
52.0281824,1.1993994,"20 mph"
52.027942,1.1993937,"20 mph"
52.0277197,1.198535,"20 mph"
52.027864,1.1992485,"20 mph"
52.0269874,1.1998029,"20 mph"
52.0288993,1.2010283,"20 mph"
52.0293304,1.2006456,"20 mph"
52.0287588,1.2010385,"20 mph"
52.0277284,1.2006479,"20 mph"
52.027217,1.2001345,"20 mph"
52.0281911,1.2008993,"20 mph"
52.0290214,1.2009671,"20 mph"
52.0290823,1.2009184,"20 mph"
52.0268442,1.1995766,"20 mph"
52.0267528,1.199396,"20 mph"
52.0284167,1.2009879,"20 mph"
52.0280087,1.2008261,"20 mph"
52.0275003,1.2004376,"20 mph"
52.0270781,1.1999462,"20 mph"
52.026726,1.1993227,"20 mph"
52.0266426,1.1987359,"20 mph"
52.0267838,1.1992812,"20 mph"
52.0265467,1.1990912,"20 mph"
52.0267481,1.1988482,"20 mph"
52.0265694,1.1987704,"20 mph"
52.0268211,1.1992027,"20 mph"
52.0266338,1.1993465,"20 mph"
52.0267125,1.198747,"20 mph"
52.026726,1.1993227,"20 mph"
52.026726,1.1993227,"20 mph"
52.0265888,1.1992981,"20 mph"
52.0265155,1.1989052,"20 mph"
52.0265254,1.1988292,"20 mph"
52.0702837,1.1774535,"40 mph"
52.070532,1.1767068,"40 mph"
52.0706494,1.176334,"40 mph"
52.0673973,1.1433561,"40 mph"
52.0677512,1.1440304,"40 mph"
52.0675575,1.1436219,"40 mph"
52.0706532,1.1779525,"30 mph"
52.0707542,1.1785044,"30 mph"
52.0706529,1.1778768,"30 mph"
52.0709108,1.1789812,"30 mph"
52.0617887,1.2016475,"30 mph"
52.062002,1.2036193,"30 mph"
52.0618892,1.2024566,"30 mph"
52.0615361,1.1998658,"30 mph"
52.0615146,1.199775,"30 mph"
52.0619206,1.202748,"30 mph"
52.0530638,1.162327,"30 mph"
52.0532106,1.1625024,"30 mph"
52.0530596,1.1621513,"30 mph"
52.0531031,1.1624176,"30 mph"
52.0565026,1.2006452,"15 mph"
52.0566416,1.2006276,"15 mph"
52.0564687,1.2003576,"15 mph"
52.0564771,1.2004289,"15 mph"
52.0565026,1.2006452,"15 mph"
52.056498,1.2007754,"15 mph"
52.0564374,1.2007955,"15 mph"
52.0564791,1.2007844,"15 mph"
52.0565117,1.200726,"15 mph"
52.056508,1.2007562,"15 mph"
52.0576502,1.200015,"15 mph"
52.0576547,1.2000722,"15 mph"
52.0576362,1.1999018,"15 mph"
52.058057,1.1992708,"15 mph"
52.0580071,1.1988232,"15 mph"
52.0580297,1.1990731,"15 mph"
52.0579861,1.1985916,"15 mph"
52.0580347,1.1991284,"15 mph"
52.0586273,1.1990965,"15 mph"
52.0586675,1.1993494,"15 mph"
52.058697,1.1994838,"15 mph"
52.0587478,1.1997158,"15 mph"
52.0589187,1.1998717,"15 mph"
52.0588436,1.1999196,"15 mph"
52.0587987,1.1999087,"15 mph"
52.0564422,1.1965375,"15 mph"
52.0566135,1.1960556,"15 mph"
52.0566597,1.1964768,"15 mph"
52.0583453,1.1959568,"15 mph"
52.0583762,1.1962554,"15 mph"
52.0578116,1.1994346,"15 mph"
52.0577759,1.1991441,"15 mph"
52.0577298,1.198764,"15 mph"
52.0577087,1.1985787,"15 mph"
52.0576089,1.1986088,"15 mph"
52.0345379,1.1349256,"30 mph"
52.0357919,1.1361241,"30 mph"
52.0361139,1.1361075,"30 mph"
52.0372874,1.1359129,"30 mph"
52.0355757,1.1360504,"30 mph"
52.0341588,1.1344444,"30 mph"
52.0348996,1.1353777,"30 mph"
52.0346746,1.1350964,"30 mph"
52.0359264,1.1361228,"30 mph"
52.0376674,1.1357634,"30 mph"
52.0349447,1.135434,"30 mph"
52.0364185,1.1360654,"30 mph"
52.0371058,1.1359703,"30 mph"
52.0354693,1.1360074,"30 mph"
52.0353563,1.1359176,"30 mph"
52.0351068,1.1356245,"30 mph"
52.0355163,1.1360289,"30 mph"
52.0339275,1.123457,"30 mph"
52.0339916,1.1236149,"30 mph"
52.0311569,1.0827192,"50 mph"
52.0315726,1.0830796,"50 mph"
52.031482,1.0830011,"50 mph"
52.0307616,1.0823908,"50 mph"
52.0744291,1.1300893,"30 mph"
52.0750445,1.1291597,"30 mph"
52.075629,1.1280073,"30 mph"
52.0742532,1.1303013,"30 mph"
52.0745582,1.1299157,"30 mph"
52.0737872,1.1308277,"30 mph"
52.0742532,1.1303013,"30 mph"
52.074029,1.1305675,"30 mph"
52.0526096,1.2052072,"30 mph"
52.0527117,1.2052935,"30 mph"
52.051403,1.2044183,"30 mph"
52.053005,1.2039709,"30 mph"
52.0528363,1.2032366,"30 mph"
52.0514634,1.2013616,"40 mph"
52.0512182,1.2013074,"40 mph"
52.0529585,1.2016898,"40 mph"
52.0513386,1.2013392,"40 mph"
52.0524393,1.1645671,"30 mph"
52.0525129,1.1645375,"30 mph"
52.0526748,1.1644116,"30 mph"
52.0862409,1.1133809,"60 mph"
52.0863163,1.1132056,"60 mph"
52.0862409,1.1133809,UK:nsl_single
52.0863163,1.1132056,UK:nsl_single
52.0910458,1.1163931,"70 mph"
52.0868368,1.1146505,"70 mph"
52.0878046,1.1149909,"70 mph"
52.0916511,1.1165264,"70 mph"
52.0897488,1.1159626,"70 mph"
52.0922559,1.1165601,"70 mph"
52.0937968,1.1162812,"70 mph"
52.0904687,1.1162199,"70 mph"
52.0931169,1.1164876,"70 mph"
52.0910458,1.1163931,UK:nsl_dual
52.0868368,1.1146505,UK:nsl_dual
52.0878046,1.1149909,UK:nsl_dual
52.0916511,1.1165264,UK:nsl_dual
52.0897488,1.1159626,UK:nsl_dual
